smiles,atc_level1,atc_numeric
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,S - SENSORY ORGANS,12
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,C - CARDIOVASCULAR SYSTEM,2
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,D - DERMATOLOGICALS,3
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,A - ALIMENTARY TRACT AND METABOLISM,0
CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,S - SENSORY ORGANS,12
CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,S - SENSORY ORGANS,12
CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,S - SENSORY ORGANS,12
CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,D - DERMATOLOGICALS,3
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,N - NERVOUS SYSTEM,9
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,C - CARDIOVASCULAR SYSTEM,2
C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,A - ALIMENTARY TRACT AND METABOLISM,0
C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,A - ALIMENTARY TRACT AND METABOLISM,0
C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,N - NERVOUS SYSTEM,9
N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1,N - NERVOUS SYSTEM,9
CC1OC(C)OC(C)O1,N - NERVOUS SYSTEM,9
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,R - RESPIRATORY SYSTEM,11
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,R - RESPIRATORY SYSTEM,11
C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,N - NERVOUS SYSTEM,9
CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,C - CARDIOVASCULAR SYSTEM,2
CSCC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(N)=O)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC3=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,N - NERVOUS SYSTEM,9
CCCC(C)(COC(N)=O)COC(N)=O,N - NERVOUS SYSTEM,9
CCCC(C)(COC(N)=O)COC(N)=O,N - NERVOUS SYSTEM,9
CCCC(C)(COC(N)=O)COC(N)=O,N - NERVOUS SYSTEM,9
C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,M - MUSCULO-SKELETAL SYSTEM,8
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,A - ALIMENTARY TRACT AND METABOLISM,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,C - CARDIOVASCULAR SYSTEM,2
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,C - CARDIOVASCULAR SYSTEM,2
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,A - ALIMENTARY TRACT AND METABOLISM,0
O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,M - MUSCULO-SKELETAL SYSTEM,8
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,C - CARDIOVASCULAR SYSTEM,2
CC(=O)N[C@@H](CS)C(=O)O,R - RESPIRATORY SYSTEM,11
CC(=O)N[C@@H](CS)C(=O)O,S - SENSORY ORGANS,12
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,C - CARDIOVASCULAR SYSTEM,2
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,C - CARDIOVASCULAR SYSTEM,2
N[C@@H](CSCC(=O)O)C(=O)O,R - RESPIRATORY SYSTEM,11
CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1,D - DERMATOLOGICALS,3
CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1,R - RESPIRATORY SYSTEM,11
CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C,N - NERVOUS SYSTEM,9
OCCO,A - ALIMENTARY TRACT AND METABOLISM,0
OCCO,A - ALIMENTARY TRACT AND METABOLISM,0
NC(CO)(CO)CO,B - BLOOD AND BLOOD FORMING ORGANS,1
NC(CO)(CO)CO,B - BLOOD AND BLOOD FORMING ORGANS,1
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,R - RESPIRATORY SYSTEM,11
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",10
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",10
COCCO[C@@H]1[C@H](SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)[C@H](OCCOC)[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)[C@H](OCCOC)[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cc(C)c(N)nc3=O)C[C@@H]2SP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](OCCOC)[C@@H]2SP(=O)(O)OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2SP(=O)(O)OC[C@@H]2O[C@H](n3cnc4c(N)ncnc43)[C@@H](OCCOC)[C@H]2SP(=O)(O)OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2SP(=O)(O)OC[C@@H]2O[C@H](n3cc(C)c(N)nc3=O)[C@@H](OCCOC)[C@H]2O)[C@@H](COP(=O)(O)S[C@H]2[C@@H](OCCOC)[C@H](n3cc(C)c(N)nc3=O)O[C@@H]2COP(=O)(O)S[C@H]2[C@@H](OCCOC)[C@H](n3cnc4c(=O)[nH]c(N)nc43)O[C@@H]2CO)O[C@H]1n1cc(C)c(N)nc1=O,C - CARDIOVASCULAR SYSTEM,2
O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,C - CARDIOVASCULAR SYSTEM,2
C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,A - ALIMENTARY TRACT AND METABOLISM,0
CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,A - ALIMENTARY TRACT AND METABOLISM,0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,D - DERMATOLOGICALS,3
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,A - ALIMENTARY TRACT AND METABOLISM,0
Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CCOC(=O)n1ccn(C)c1=S,"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",5
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,R - RESPIRATORY SYSTEM,11
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,D - DERMATOLOGICALS,3
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,R - RESPIRATORY SYSTEM,11
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,N - NERVOUS SYSTEM,9
N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",5
COC(=O)CCC(=O)CN,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
[N]=O,R - RESPIRATORY SYSTEM,11
C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,C - CARDIOVASCULAR SYSTEM,2
C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,C - CARDIOVASCULAR SYSTEM,2
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,R - RESPIRATORY SYSTEM,11
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,R - RESPIRATORY SYSTEM,11
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,S - SENSORY ORGANS,12
CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,S - SENSORY ORGANS,12
CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,A - ALIMENTARY TRACT AND METABOLISM,0
CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,A - ALIMENTARY TRACT AND METABOLISM,0
CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,N - NERVOUS SYSTEM,9
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,R - RESPIRATORY SYSTEM,11
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,R - RESPIRATORY SYSTEM,11
CC(N)C(O)c1ccccc1,R - RESPIRATORY SYSTEM,11
CC(N)C(O)c1ccccc1,R - RESPIRATORY SYSTEM,11
CN(N=O)C(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,A - ALIMENTARY TRACT AND METABOLISM,0
CN(C)CCCN1c2ccccc2Sc2ccccc21,N - NERVOUS SYSTEM,9
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,N - NERVOUS SYSTEM,9
Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,A - ALIMENTARY TRACT AND METABOLISM,0
NC(=O)CC[C@H](N)C(=O)O,A - ALIMENTARY TRACT AND METABOLISM,0
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,C - CARDIOVASCULAR SYSTEM,2
CC(=O)Oc1ccccc1C(=O)O,B - BLOOD AND BLOOD FORMING ORGANS,1
CC(=O)Oc1ccccc1C(=O)O,N - NERVOUS SYSTEM,9
CC(=O)Oc1ccccc1C(=O)O,N - NERVOUS SYSTEM,9
CC(=O)Oc1ccccc1C(=O)O,A - ALIMENTARY TRACT AND METABOLISM,0
CC(=O)Oc1ccccc1C(=O)O,N - NERVOUS SYSTEM,9
CCN(CC)CCNC(=O)c1ccc(N)cc1,C - CARDIOVASCULAR SYSTEM,2
Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,C - CARDIOVASCULAR SYSTEM,2
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,C - CARDIOVASCULAR SYSTEM,2
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,C - CARDIOVASCULAR SYSTEM,2
NNc1nncc2ccccc12,C - CARDIOVASCULAR SYSTEM,2
N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,N - NERVOUS SYSTEM,9
CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,R - RESPIRATORY SYSTEM,11
CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,R - RESPIRATORY SYSTEM,11
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,D - DERMATOLOGICALS,3
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
NS(=O)(=O)Cc1noc2ccccc12,N - NERVOUS SYSTEM,9
CNCCC=C1c2ccccc2CCc2ccccc21,N - NERVOUS SYSTEM,9
CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,B - BLOOD AND BLOOD FORMING ORGANS,1
O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,N - NERVOUS SYSTEM,9
O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],A - ALIMENTARY TRACT AND METABOLISM,0
Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,N - NERVOUS SYSTEM,9
CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,N - NERVOUS SYSTEM,9
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",10
COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,C - CARDIOVASCULAR SYSTEM,2
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,D - DERMATOLOGICALS,3
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,D - DERMATOLOGICALS,3
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",5
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,S - SENSORY ORGANS,12
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,S - SENSORY ORGANS,12
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,S - SENSORY ORGANS,12
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,R - RESPIRATORY SYSTEM,11
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,S - SENSORY ORGANS,12
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,A - ALIMENTARY TRACT AND METABOLISM,0
